1.00	00000	US	United States	 	 	 	 	15.80	22.20	20.80	52250.00	7.20	14.28031114	2.61	316128839
2.00	01000	AL	Alabama	 	 	 	 	18.90	27.40	25.60	42882.00	6.30	17.40228093	2.54	4833722
3.00	01001	AL	Autauga County	2.00	2.00	2.00	2.00	13.50	19.60	17.60	51868.00	6.70	14.88732074	2.72	55246
4.00	01003	AL	Baldwin County	4.00	5.00	3.00	5.00	14.20	20.80	19.20	47539.00	10.40	11.62244345	2.48	195540
5.00	01005	AL	Barbour County	6.00	6.00	6.00	6.00	28.20	42.40	41.20	30981.00	7.80	26.4092298	2.6	27076
6.00	01007	AL	Bibb County	1.00	1.00	1.00	1.00	23.10	35.60	31.40	39781.00	6.30	23.85616703	2.95	22512
7.00	01009	AL	Blount County	1.00	1.00	1.00	1.00	17.20	26.60	24.20	44392.00	9.60	24.33661473	2.71	57872
8.00	01011	AL	Bullock County	6.00	6.00	6.00	6.00	35.20	44.20	44.40	25937.00	10.40	29.68976898	2.75	10639
9.00	01013	AL	Butler County	6.00	6.00	6.00	6.00	28.80	39.80	41.60	31041.00	8.60	23.72700802	2.51	20265
10.00	01015	AL	Calhoun County	3.00	2.00	3.00	2.00	21.40	28.70	27.00	37898.00	8.00	21.20352988	2.51	116736
11.00	01017	AL	Chambers County	6.00	5.00	6.00	5.00	22.50	34.70	34.70	33883.00	6.60	26.22242919	2.48	34162
12.00	01019	AL	Cherokee County	8.00	6.00	6.00	6.00	20.10	31.60	28.80	37478.00	6.60	22.92060747	2.17	26203
13.00	01021	AL	Chilton County	1.00	1.00	1.00	1.00	20.30	33.70	32.70	41348.00	9.20	24.2632579	2.65	43951
14.00	01023	AL	Choctaw County	9.00	10.00	9.00	10.00	22.40	31.00	28.80	33581.00	14.00	25.8708537	2.58	13426
15.00	01025	AL	Clarke County	7.00	11.00	7.00	11.00	25.40	35.30	32.40	34593.00	8.40	21.58708028	2.74	25207
16.00	01027	AL	Clay County	9.00	10.00	9.00	10.00	19.60	28.90	27.90	33344.00	7.70	25.83479789	2.36	13486
17.00	01029	AL	Cleburne County	8.00	4.00	8.00	4.00	18.90	27.60	25.90	40407.00	7.00	25.77410793	2.67	14994
18.00	01031	AL	Coffee County	6.00	5.00	4.00	5.00	18.50	27.90	25.80	44666.00	8.10	18.23460744	2.59	50938
19.00	01033	AL	Colbert County	3.00	2.00	3.00	2.00	16.30	25.80	24.30	40032.00	10.90	16.57792071	2.42	54520
20.00	01035	AL	Conecuh County	9.00	11.00	7.00	11.00	30.50	43.40	40.20	27196.00	9.00	24.23292273	2.69	12887
21.00	01037	AL	Coosa County	8.00	7.00	8.00	7.00	19.90	30.90	28.70	35175.00	8.10	24.21194652	2.41	10898
22.00	01039	AL	Covington County	7.00	9.00	6.00	9.00	19.20	29.20	27.10	35187.00	7.50	22.64784433	2.5	37886
23.00	01041	AL	Crenshaw County	8.00	6.00	8.00	6.00	22.20	31.30	29.90	34105.00	6.60	23.6889311	2.44	13986
24.00	01043	AL	Cullman County	6.00	3.00	4.00	3.00	16.40	22.60	20.10	40142.00	7.50	21.19849233	2.53	80811
25.00	01045	AL	Dale County	4.00	5.00	4.00	5.00	20.10	28.20	25.00	41805.00	12.40	15.80254391	2.48	49884
26.00	01047	AL	Dallas County	4.00	5.00	4.00	5.00	31.30	49.60	50.60	27524.00	7.60	24.66587839	2.66	41996
27.00	01049	AL	DeKalb County	6.00	6.00	6.00	6.00	20.00	30.30	28.60	36713.00	6.20	29.48485301	2.74	71013
28.00	01051	AL	Elmore County	2.00	2.00	2.00	2.00	13.40	20.20	19.10	51650.00	8.60	13.80485967	2.62	80902
29.00	01053	AL	Escambia County	6.00	6.00	6.00	6.00	27.80	37.10	34.90	33455.00	7.50	24.81128479	2.54	37983
30.00	01055	AL	Etowah County	3.00	2.00	3.00	2.00	19.60	28.10	25.50	38587.00	8.30	18.26485298	2.53	103931
31.00	01057	AL	Fayette County	6.00	6.00	6.00	6.00	20.70	29.60	27.30	35661.00	8.10	24.20720571	2.37	16909
32.00	01059	AL	Franklin County	6.00	6.00	6.00	6.00	23.10	36.30	33.70	33332.00	7.00	26.93549919	2.51	31532
33.00	01061	AL	Geneva County	3.00	2.00	3.00	2.00	23.60	38.20	35.90	35378.00	13.00	24.71580296	2.41	26727
34.00	01063	AL	Greene County	3.00	2.00	8.00	2.00	35.00	50.50	46.70	25864.00	11.70	24.4217231	2.77	8744
35.00	01065	AL	Hale County	3.00	2.00	3.00	2.00	25.70	38.80	37.50	33597.00	7.70	26.84698461	2.58	15406
36.00	01067	AL	Henry County	3.00	2.00	3.00	2.00	18.20	28.70	27.30	41590.00	7.00	20.95852992	2.47	17296
37.00	01069	AL	Houston County	3.00	2.00	3.00	2.00	18.10	30.10	28.60	39636.00	7.70	16.73239024	2.59	103668
38.00	01071	AL	Jackson County	6.00	5.00	6.00	5.00	16.90	28.10	28.30	37204.00	6.70	25.05243909	2.49	52951
39.00	01073	AL	Jefferson County	1.00	1.00	1.00	1.00	18.90	26.80	24.70	45024.00	7.10	12.75154653	2.48	659479
40.00	01075	AL	Lamar County	9.00	10.00	8.00	10.00	23.00	30.80	27.90	36475.00	7.10	23.73362018	2.32	14236
41.00	01077	AL	Lauderdale County	3.00	2.00	3.00	2.00	17.10	24.50	23.00	43586.00	8.30	16.75017553	2.36	92797
42.00	01079	AL	Lawrence County	3.00	2.00	3.00	2.00	17.40	26.20	25.60	40713.00	6.00	22.05035662	2.52	33587
43.00	01081	AL	Lee County	3.00	2.00	3.00	2.00	19.80	21.80	18.80	44647.00	6.30	13.9688503	2.45	150933
44.00	01083	AL	Limestone County	2.00	2.00	2.00	2.00	15.90	21.20	18.90	50148.00	14.30	18.93404679	2.54	88845
45.00	01085	AL	Lowndes County	2.00	2.00	2.00	2.00	37.00	53.10	50.60	29734.00	9.70	23.81208776	2.64	10703
46.00	01087	AL	Macon County	6.00	5.00	6.00	5.00	33.80	46.40	42.60	29228.00	6.40	20.44134727	2.34	19688
47.00	01089	AL	Madison County	2.00	2.00	2.00	2.00	13.90	19.60	17.50	58258.00	8.90	10.53225945	2.49	346892
48.00	01091	AL	Marengo County	7.00	11.00	7.00	11.00	31.50	50.00	58.70	33749.00	8.00	16.96892113	2.41	20155
49.00	01093	AL	Marion County	8.00	4.00	7.00	4.00	20.80	30.50	28.20	34162.00	6.80	28.30797603	2.33	30334
50.00	01095	AL	Marshall County	4.00	5.00	4.00	5.00	18.10	29.50	28.30	38399.00	8.40	25.43969339	2.67	94760
51.00	01097	AL	Mobile County	2.00	2.00	2.00	2.00	20.30	31.30	28.80	42278.00	12.10	16.36110987	2.57	414079
52.00	01099	AL	Monroe County	7.00	11.00	7.00	11.00	29.70	39.10	35.60	32696.00	7.30	24.05755583	2.62	22236
53.00	01101	AL	Montgomery County	2.00	2.00	2.00	2.00	22.10	33.00	30.40	44013.00	6.90	14.71769786	2.49	226659
54.00	01103	AL	Morgan County	3.00	2.00	3.00	2.00	17.40	25.10	22.90	44079.00	13.70	18.04383027	2.55	119787
55.00	01105	AL	Perry County	8.00	6.00	8.00	6.00	36.40	52.60	49.40	25461.00	9.30	27.66493699	2.8	10020
56.00	01107	AL	Pickens County	8.00	6.00	3.00	6.00	23.80	36.30	35.20	32314.00	7.70	22.5317401	2.41	19401
57.00	01109	AL	Pike County	6.00	5.00	6.00	5.00	25.30	34.80	33.10	35944.00	7.80	18.41511414	2.38	33339
58.00	01111	AL	Randolph County	6.00	4.00	6.00	4.00	23.40	34.10	32.10	35121.00	7.30	28.36370686	2.54	22727
59.00	01113	AL	Russell County	2.00	2.00	2.00	2.00	23.90	34.00	35.10	35762.00	6.20	21.62927778	2.55	59585
60.00	01115	AL	St. Clair County	1.00	1.00	1.00	1.00	14.00	20.70	20.70	52437.00	4.70	19.27132598	2.63	86308
61.00	01117	AL	Shelby County	1.00	1.00	1.00	1.00	8.30	11.20	10.60	68718.00	9.20	8.510768853	2.62	204180
62.00	01119	AL	Sumter County	8.00	6.00	8.00	6.00	38.00	48.80	44.40	24504.00	8.40	24.57183635	2.67	13361
63.00	01121	AL	Talladega County	4.00	5.00	4.00	5.00	19.80	28.90	27.30	38505.00	8.10	22.1221024	2.5	81096
64.00	01123	AL	Tallapoosa County	6.00	6.00	6.00	6.00	22.20	36.30	38.10	37747.00	6.40	22.23945409	2.5	41203
65.00	01125	AL	Tuscaloosa County	3.00	2.00	3.00	2.00	17.20	23.40	22.70	45959.00	8.20	14.22755705	2.72	200821
66.00	01127	AL	Walker County	1.00	1.00	1.00	1.00	22.00	32.20	29.20	37193.00	11.00	23.93416489	2.53	65998
67.00	01129	AL	Washington County	8.00	7.00	8.00	7.00	19.70	29.20	25.90	41115.00	19.60	20.09341752	2.58	16877
68.00	01131	AL	Wilcox County	8.00	7.00	9.00	7.00	32.40	50.10	45.90	23184.00	9.50	28.72382458	3.15	11307
69.00	01133	AL	Winston County	6.00	4.00	6.00	4.00	21.90	33.90	30.20	33578.00	6.90	30.08839265	2.52	24146
70.00	02000	AK	Alaska	 	 	 	 	10.10	13.60	12.50	70058.00	6.40	8.413046344	2.71	735132
71.00	02013	AK	Aleutians East Borough	9.00	12.00	9.00	12.00	15.20	13.30	11.60	56856.00	7.00	20.37875669	2.33	3092
72.00	02016	AK	Aleutians West Census Area	7.00	11.00	9.00	11.00	8.10	7.60	6.90	74088.00	5.20	20.95734127	3.28	5511
73.00	02020	AK	Anchorage Borough	2.00	2.00	2.00	2.00	7.70	10.20	9.70	76362.00	16.10	7.667295879	2.69	300950
74.00	02050	AK	Bethel Census Area	7.00	11.00	7.00	11.00	25.10	30.80	29.10	42876.00	8.60	20.00897767	3.91	17758
75.00	02060	AK	Bristol Bay Borough	9.00	12.00	9.00	12.00	9.50	10.40	9.70	65283.00	12.30	9.98389694	2.47	960
76.00	02068	AK	Denali Borough	8.00	7.00	8.00	7.00	5.40	3.90	3.50	68103.00	10.10	11.28798842	2.17	1867
77.00	02070	AK	Dillingham Census Area	9.00	12.00	9.00	12.00	20.90	28.60	28.00	47930.00	5.80	17.40588893	3.6	5010
78.00	02090	AK	Fairbanks North Star Borough	3.00	2.00	3.00	2.00	8.80	11.20	10.50	67204.00	9.90	6.738777168	2.63	100436
79.00	02100	AK	Haines Borough	9.00	10.00	9.00	10.00	11.40	17.80	16.30	55295.00	14.60	3.327877796	2.16	2592
80.00	02105	AK	Hoonah-Angoon Census Area	 	 	9.00	 	19.20	29.10	26.80	42276.00	5.00	11.15879828	2.11	2145
81.00	02110	AK	Juneau Borough	5.00	8.00	5.00	8.00	7.50	9.70	8.10	83642.00	7.90	4.227923963	2.51	32660
82.00	02122	AK	Kenai Peninsula Borough	7.00	11.00	7.00	11.00	10.10	13.90	12.80	61629.00	7.50	7.174614937	2.44	57147
83.00	02130	AK	Ketchikan Gateway Borough	7.00	8.00	7.00	8.00	10.30	14.30	12.90	62619.00	6.20	6.261003521	2.43	13729
84.00	02150	AK	Kodiak Island Borough	7.00	8.00	7.00	8.00	8.50	9.80	9.00	64782.00	14.40	8.36283726	2.94	14135
85.00	02164	AK	Lake and Peninsula Borough	9.00	12.00	9.00	12.00	17.30	24.40	22.90	43936.00	8.20	15.14792899	2.71	1648
86.00	02170	AK	Matanuska-Susitna Borough	2.00	2.00	2.00	2.00	9.40	12.00	10.30	72371.00	12.20	7.698343349	2.84	95192
87.00	02180	AK	Nome Census Area	7.00	11.00	7.00	11.00	26.30	28.40	26.90	46471.00	7.10	16.37415622	3.35	9892
88.00	02185	AK	North Slope Borough	7.00	11.00	7.00	11.00	13.30	16.70	15.40	74174.00	16.30	14.61681611	3.68	9686
89.00	02188	AK	Northwest Arctic Borough	7.00	11.00	7.00	11.00	23.30	28.60	27.20	54600.00	9.20	20.40030793	3.92	7685
90.00	02195	AK	Petersburg Census Area	 	 	9.00	 	10.70	13.00	11.40	58176.00	11.90	4.733727811	2.17	3774
91.00	02198	AK	Prince of Wales-Hyder Census Area	 	 	9.00	 	17.40	24.10	22.00	48175.00	 	8.964781217	2.4	5786
92.00	02220	AK	Sitka Borough	7.00	11.00	7.00	11.00	9.80	12.60	10.90	66038.00	5.40	8.642384106	2.36	9020
93.00	02230	AK	Skagway Municipality	 	 	9.00	 	4.20	5.60	6.80	63930.00	12.10	5.363984674	2.17	995
94.00	02240	AK	Southeast Fairbanks Census Area	8.00	7.00	9.00	7.00	16.10	21.30	20.70	54922.00	 	8.238446082	2.76	6985
95.00	02261	AK	Valdez-Cordova Census Area	9.00	11.00	9.00	11.00	9.20	10.90	9.60	63541.00	12.90	10.04488469	2.5	9763
96.00	02270	AK	Wade Hampton Census Area	9.00	12.00	9.00	12.00	34.70	42.40	39.60	31274.00	9.80	24.76105137	4.42	7977
97.00	02275	AK	Wrangell City and Borough	 	 	9.00	 	13.90	20.70	17.60	49039.00	23.60	9.054895303	2	2400
98.00	02282	AK	Yakutat Borough	9.00	12.00	9.00	12.00	16.70	26.80	25.80	56365.00	8.00	6.744186047	2.19	642
99.00	02290	AK	Yukon-Koyukuk Census Area	8.00	7.00	9.00	7.00	24.40	30.10	27.50	35114.00	 	19.1885038	2.7	5695
100.00	04000	AZ	Arizona	 	 	 	 	18.60	26.60	25.00	48504.00	9.40	14.55765183	2.66	6626624
101.00	04001	AZ	Apache County	6.00	6.00	6.00	6.00	38.70	49.30	46.50	30252.00	18.20	25.62584248	3.68	71934
102.00	04003	AZ	Cochise County	4.00	5.00	3.00	5.00	18.80	29.10	28.10	45294.00	7.80	14.69962277	2.5	129473
103.00	04005	AZ	Coconino County	3.00	2.00	3.00	2.00	23.20	28.10	25.80	48732.00	18.50	12.90380382	2.76	136539
104.00	04007	AZ	Gila County	4.00	3.00	4.00	3.00	22.60	36.50	35.80	39868.00	9.00	14.95894696	2.59	53053
105.00	04009	AZ	Graham County	6.00	8.00	7.00	8.00	21.60	26.80	25.70	43497.00	8.10	15.63951129	3.04	37482
106.00	04011	AZ	Greenlee County	7.00	8.00	7.00	8.00	11.60	13.80	12.30	54673.00	9.50	14.38189639	2.53	9049
107.00	04012	AZ	La Paz County	6.00	4.00	6.00	4.00	23.20	36.90	34.00	33994.00	8.00	25.96559763	1.93	20324
